val/loss,val/auroc,val/auroc_No finding,val/auroc_Bronchitis,val/auroc_Brocho-pneumonia,val/auroc_Bronchiolitis,val/auroc_Pneumonia,val/auroc_Other disease,epoch,step,train/loss
0.9704888463020325,0.7225948572158813,0.7154725790023804,0.7139574289321899,0.7265234589576721,0.6947855949401855,0.7876231670379639,0.6972070932388306,40,10085,
,,,,,,,,40,10085,0.8982240557670593
0.9734394550323486,0.7196289300918579,0.7105261087417603,0.7228816747665405,0.7227115631103516,0.6874550580978394,0.7869943380355835,0.6872047185897827,41,10331,
,,,,,,,,41,10331,0.8940120339393616
0.9679110050201416,0.7195912003517151,0.7133129239082336,0.7162554264068604,0.7227373123168945,0.6854910254478455,0.7847411632537842,0.6950092911720276,42,10577,
,,,,,,,,42,10577,0.8872238397598267
0.9762036204338074,0.7228881120681763,0.7151570916175842,0.7256116271018982,0.7238577008247375,0.6916459202766418,0.7922518253326416,0.6888045072555542,43,10823,
,,,,,,,,43,10823,0.8847019672393799
0.9803637266159058,0.7205075025558472,0.7111570835113525,0.7214389443397522,0.7199170589447021,0.6904287934303284,0.7856319546699524,0.694471001625061,44,11069,
,,,,,,,,44,11069,0.8818328380584717
0.9793989658355713,0.7153421640396118,0.7067440152168274,0.7194001078605652,0.7199041843414307,0.6836376190185547,0.7790644764900208,0.6833024621009827,45,11315,
,,,,,,,,45,11315,0.8820997476577759
0.9790131449699402,0.7163164019584656,0.7084453701972961,0.712929368019104,0.7213722467422485,0.6843706965446472,0.7855795621871948,0.6852012276649475,46,11561,
,,,,,,,,46,11561,0.8767343759536743
