epoch,step,train/loss,val/auroc,val/auroc_Brocho-pneumonia,val/auroc_Bronchiolitis,val/auroc_Bronchitis,val/auroc_No finding,val/auroc_Other disease,val/auroc_Pneumonia,val/loss
59,20579,,0.6977072954177856,0.7146628499031067,0.6216044425964355,0.6713577508926392,0.7011815905570984,0.6729412078857422,0.8044959306716919,0.9243903160095215
59,20579,0.8730399012565613,,,,,,,,
60,20922,,0.6956202387809753,0.7132334113121033,0.6124619841575623,0.6707789301872253,0.6959760189056396,0.6756922602653503,0.8055788278579712,0.9426687359809875
60,20922,0.8701097965240479,,,,,,,,
61,21265,,0.6954132914543152,0.7121902704238892,0.6129875779151917,0.669059693813324,0.6954126358032227,0.6763949394226074,0.806434690952301,0.9509576559066772
61,21265,0.8683982491493225,,,,,,,,
62,21608,,0.6972317695617676,0.7131819128990173,0.6185062527656555,0.670536994934082,0.6956642866134644,0.6771275401115417,0.8083735108375549,0.9552777409553528
62,21608,0.8674285411834717,,,,,,,,
63,21951,,0.7002757787704468,0.7144954204559326,0.628547728061676,0.6731805801391602,0.7004642486572266,0.6772920489311218,0.8076748251914978,0.9447548389434814
63,21951,0.8652692437171936,,,,,,,,
64,22294,,0.6993933320045471,0.7145341038703918,0.6269294619560242,0.673413872718811,0.7015646696090698,0.6726272106170654,0.8072905540466309,0.9334797263145447
64,22294,0.8631303310394287,,,,,,,,
65,22637,,0.6947774291038513,0.7123834490776062,0.6177593469619751,0.6671504378318787,0.6956567168235779,0.6697865128517151,0.8059281706809998,0.9763181805610657
65,22637,0.8612057566642761,,,,,,,,
66,22980,,0.7019491791725159,0.7161180377006531,0.6338865756988525,0.6735866069793701,0.7040660977363586,0.67430180311203,0.809735894203186,0.9291113615036011
66,22980,0.8592021465301514,,,,,,,,
67,23323,,0.6979323625564575,0.7138386368751526,0.6235823035240173,0.6704074144363403,0.6985337138175964,0.6732252836227417,0.8080067038536072,0.9572705030441284
67,23323,0.8573192954063416,,,,,,,,
68,23666,,0.6965907216072083,0.7141219973564148,0.6269847750663757,0.6705110669136047,0.7018613815307617,0.6645386219024658,0.8015266060829163,0.9406130909919739
68,23666,0.8563073873519897,,,,,,,,
69,24009,,0.698946475982666,0.7152681350708008,0.6267358064651489,0.6700618267059326,0.7012642025947571,0.6731804609298706,0.8071683049201965,0.9468533992767334
69,24009,0.8538845181465149,,,,,,,,
70,24352,,0.6980488300323486,0.7157317399978638,0.6257676482200623,0.6714873313903809,0.701947808265686,0.6683212518692017,0.8050373792648315,0.9402480125427246
70,24352,0.8531615734100342,,,,,,,,
71,24695,,0.6983612775802612,0.7147400975227356,0.6294190883636475,0.6720575094223022,0.702905535697937,0.6664972305297852,0.8045483231544495,0.947257399559021
71,24695,0.849700391292572,,,,,,,,
72,25038,,0.7002081274986267,0.7162339687347412,0.6331120133399963,0.6747097373008728,0.7024322748184204,0.6686053276062012,0.806155264377594,0.9511017799377441
72,25038,0.8495059013366699,,,,,,,,
73,25381,,0.6958658695220947,0.7144181728363037,0.6202074885368347,0.6674700975418091,0.6971591114997864,0.668964147567749,0.8069761991500854,0.9694655537605286
73,25381,0.8474017381668091,,,,,,,,
74,25724,,0.6950533986091614,0.7129758596420288,0.6174550652503967,0.6714268326759338,0.7004228830337524,0.6620417237281799,0.8059980273246765,0.9780521392822266
74,25724,0.8447632789611816,,,,,,,,
